Compound_CID,Name,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count
5281496,"(1aR,4E,6R,6aR,9aS,10aR)-6-(Acetyloxy)-1a,3,6,6a,7,9a,10,10a-octahydro-4,10a-dimethyl-7-methyleneoxireno(8,9)cyclodeca(1,2-b)furan-8(2H)-one",306.4,65.099,563.0,1.8,22,0,5,2
20055167,RU-11679,364.5,39.4,550.0,6.2,27,0,3,7
3033883,"Manganese, (N-(2-((dithiocarboxy)amino)ethyl)carbamodithioato(2-)-kappaS,kappaS')-, mixt. with C,C'-dimethyl N,N'-(1,2-phenylenebis(iminocarbonothioyl))bis(carbamate) and (N-(2-((dithiocarboxy)amino)ethyl)carbamodithioato(2-)-kappaS,kappaS')zinc",883.5,345.0,515.0,,44,8,14,10
118988468,Bilanafos-sodium,345.26,162.0,461.0,,22,4,7,8
152679,"2,6-Dichloromercuri-4-nitrophenol",609.18,66.1,202.0,,14,1,3,0
23673659,Chwastox D,443.6,95.9,387.0,,27,1,6,5
6435110,Ivermectin (USAN:USP:INN:BAN),1736.2,340.0,3340.0,,123,6,28,15
50153,"rel-(R)-Cyano(4-fluoro-3-phenoxyphenyl)methyl (1R,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate",434.3,59.3,679.0,6.2,29,0,5,7
6711271,"4-((13R)-2,13-Dihydroxy-13-((2R)-5-((5R)-5-(1-Hydroxyundecyl)Oxolan-2-Yl)Oxolan-2-Yl)Tridecyl)-2-Methyl-2H-Furan-5-One",622.9,105.0,801.0,9.7,44,3,7,25
375175,5-Amino-1-pyridin-3-ylpentan-1-one,178.23,56.0,159.0,0.1,13,1,3,5
25203640,Glyphosate(2-),167.06,113.0,155.0,-4.1,10,2,6,3
222548,"Hexachlorohexahydro-endo, exo-dimethanonaphthalene",364.9,0.0,481.0,4.5,18,0,0,0
122130249,Glufosinate (ammonium),198.16,104.0,185.0,,12,3,5,4
76968370,Strobilurin C,342.4,44.8,536.0,5.3,25,0,4,9
20804855,"Momfluorothrin, (E)-",385.4,59.3,628.0,3.2,27,0,8,7
13307026,zinc;manganese(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,541.1,180.0,248.0,,22,4,8,0
71593923,"(2-methyl-3-phenyl-phenyl)methyl (3S)-3-[(Z)-2-chloro-3,3,3-trifluoro-prop-1-enyl]-2,2-dimethyl-cyclopropanecarboxylate",422.9,26.3,622.0,6.0,29,0,5,6
6443029,Milbemycin beta2,558.7,94.5,1030.0,4.7,40,2,7,3
184789,Mavrik,502.9,71.4,735.0,7.7,35,1,8,9
177700,Sulfamate ion,96.09,91.6,79.2,-1.6,5,1,4,0
60196420,Dtxcid5022065,364.9,0.0,481.0,4.5,18,0,0,0
27052,Arsenenic acid,123.928,54.4,46.2,,4,1,3,0
23696396,"2(1H)-Pyridinone, 3,5,6-trichloro-, sodium salt (1:1)",220.41,18.1,248.0,,11,0,2,0
102601209,4-Dansyl aminophenylmercuric acetate,585.0,84.1,629.0,,28,1,6,7
151106,4-Aminophenylmercury chloride,328.16,26.0,81.1,,9,1,1,0
41538,"Cyclopropanecarboxylic acid, (1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethyl-(3-phenoxyphenyl)methyl ester",480.2,35.5,521.0,6.6,26,0,3,7
183613,Annonareticin,622.9,105.0,801.0,9.7,44,3,7,25
27409,Terallethrin,276.4,43.4,494.0,4.2,20,0,3,5
16683019,"Mercury, (mu-(metasilicato(2-)-O:O))bis(2-methoxyethyl)di-",595.44,54.0,134.0,,14,0,5,8
32491,"2-Chloromercuri-4,6-dinitrophenol",419.14,112.0,267.0,,15,1,5,0
24860538,"(1R,2R,3R,7S)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",364.9,0.0,481.0,4.5,18,0,0,0
59649244,Enoxastrobin,399.9,57.1,579.0,4.8,28,0,5,9
65258,4-Mercuriphenylsulfonate,357.76,62.8,210.0,,11,1,3,1
5460705,p-Chloromercuribenzenesulfonate,392.2,65.6,214.0,,12,0,3,0
56841820,Acetaminophen mixture with caffeine and dipyrone,678.7,200.0,984.0,,47,2,11,5
181248,"3-(2,2-Dibromovinyl)-2,2-dimethylcyclopropane-1-carboxylic acid",297.97,37.3,241.0,3.4,12,1,2,2
5351279,"1,4-Dipyridilium dichloride",221.7,7.8,145.0,,15,0,1,1
21954885,Diammonium 2-amino-4-(methylphosphinato)butanoate,215.19,108.0,179.0,,13,3,5,3
137698364,"8,9-Z-Avermectinb1A",873.1,170.0,1730.0,3.8,62,3,14,8
56840992,Emamectin [ISO],1758.2,324.0,3480.0,,125,6,28,17
56841558,Spinosad [ISO],1477.9,222.0,2620.0,,105,0,22,18
17093,Brilliant green oxalate,508.5,158.0,666.0,,37,3,9,4
12358497,CID 12358497,380.9,12.5,516.0,3.7,19,0,1,0
56840814,Unii-495492BU24,326.64,72.4,86.7,,8,2,4,1
138106966,"(1S,4S,5'R,6S,6'R,8S,10Z,12R,13R,14E,16Z,20S,21R,24S)-6'-[(2R)-butan-2-yl]-21,24-dihydroxy-12-[(2S,4S,5R,6R)-5-[(2R,4S,5R,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",875.1,170.0,1680.0,4.1,62,3,14,8
42607501,"4-[(13R)-2,13-dihydroxy-13-[(2R,5S)-5-[(2S)-5-[(1S)-1-hydroxyundecyl]oxolan-2-yl]oxolan-2-yl]tridecyl]-2-methyl-2H-furan-5-one",622.9,105.0,801.0,9.7,44,3,7,25
46174049,"(1S,2R,3S,6S,7S,8S)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",380.9,12.5,516.0,3.7,19,0,1,0
9872127,Milbemycin beta1,544.7,94.5,1010.0,4.2,39,2,7,2
16684344,"mercury, (acetato-O)(phenylmethyl)-",350.77,26.3,141.0,,12,0,2,3
23711832,"Bromacil, sodium salt",283.1,55.7,328.0,,15,0,3,2
85364152,cis-Heptachlordane,373.3,0.0,467.0,4.3,17,0,0,0
135565503,1-(4-Chloromercuriphenylazo)-2-naphthol,483.31,45.0,341.0,,21,1,4,2
3002335,Wln: T C555 A AY dvmv iutj auyr&-BT6NJ& ixqr&-BT6NJ,511.6,92.2,1040.0,3.1,39,2,5,5
107640,"Lycaconitine, methyl-",682.8,144.0,1380.0,1.0,49,2,11,10
175888,Imazethapyr-ammonium,306.36,95.5,469.0,,22,2,5,3
61618,Diarsenic acid,265.87,124.0,147.0,,9,4,7,2
114800,"Arsonic acid, methyl-, ion(2-)",137.954,63.2,49.8,,5,0,3,0
91746256,Cyclo[N-methyl-L-alanyl-beta-alanyl-(2R)-2-hydroxy-4-pentenoyl-L-prolyl-L-isoleucyl-N-methyl-L-valyl],577.7,145.0,1020.0,2.3,41,2,7,5
6433155,"((1S)-2-methyl-4-oxo-3-((2E)-penta-2,4-dienyl)cyclopent-2-en-1-yl) (1R,3R)-3-((E)-3-methoxy-2-methyl-3-oxo-prop-1-enyl)-2,2-dimethyl-cyclopropanecarboxylate",372.5,69.7,751.0,4.4,27,0,5,9
71312306,"Endrin, analytical standard",380.9,12.5,516.0,3.7,19,0,1,0
146157399,"benzoic acid;(6S,24'S)-2-butan-2-yl-21',24'-dihydroxy-12'-[4-methoxy-5-[4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",1008.2,199.0,1850.0,,72,4,16,10
146158032,CID 146158032,252.7,123.0,258.0,1.3,15,2,5,4
23714485,Imazaquin sodium salt,333.32,94.5,551.0,,24,1,5,3
23702664,Sodium 2-carboxylatophenyl--mercury--water (1/1/1/1),361.7,41.1,143.0,,12,1,3,2
8808,p-Dimethylaminodiazobenzenesulfonic acid,229.26,90.7,313.0,1.3,15,1,6,3
12617365,"(1S,3S)-(R)-Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",416.3,59.3,643.0,6.0,28,0,4,7
3032296,Zinc-ethylenebis(dithiocarbamate),275.8,90.2,124.0,,11,2,4,0
370709,cyclo[N(Me)Ala-bAla-DL-OGly(allyl)-Pro-xiIle-N(Me)Val],577.7,145.0,1020.0,2.3,41,2,7,5
44134376,"(1R,4S,4'Z,5'S,6R,6'S,8R,10E,13R,14E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
147300,"2,4-Dinitro-6-tert-butylphenyl methanesulfonate",318.31,143.0,509.0,2.8,21,0,7,3
123670820,(Rac)-Epoxiconazole,329.8,43.2,421.0,3.2,23,0,4,4
162380,Reslin,676.9,85.6,810.0,,49,0,8,20
102438828,Strobilurin M,442.5,63.2,743.0,6.3,32,0,6,10
5360460,"Phoxim, (E)-",298.3,95.9,389.0,4.4,19,0,6,7
11361292,Strobilurin N,390.4,94.5,649.0,2.8,28,2,7,7
137698348,"Avermectin B1, 4''-(acetylamino)-4''-deoxy-, (4''R)-",900.1,179.0,1830.0,3.5,64,3,14,8
124962,Dnp-peptide,992.0,486.0,1960.0,-3.0,70,12,17,28
583586,"2-Methyl-4-oxo-3-(2,4-pentadien-1-yl)-2-cyclopenten-1-yl 3-(3-methoxy-2-methyl-3-oxo-1-propen-1-yl)-2,2-dimethylcyclopropanecarboxylate",372.5,69.7,751.0,4.4,27,0,5,9
441785,Azadirachtin A+B,720.7,215.0,1660.0,-0.6,51,3,16,10
72980153,"2-(Methoxyimino)-2-{2-[5-(methoxyimino)-4,6-dimethyl-2,8-dioxa-3,7-diazanona-3,6-dien-1-yl]phenyl}-N-methylacetamide",391.4,115.0,630.0,2.5,28,1,9,10
71633,"Mercury, chloro(5-(1,1-dimethylethyl)-2-hydroxyphenyl)-",385.25,20.2,167.0,,13,1,1,1
163130,Tralocythrin,576.1,59.3,675.0,7.2,30,0,4,8
189771,((N-acryloylamino)phenyl)mercuric chloride,382.21,29.1,190.0,,13,1,1,2
196081,Merthiolate-iodine-formalin fixative,688.65,58.2,132.0,,18,0,5,0
135083,"3,4-Dinitrophenyl-beta-galactopyranoside",346.25,191.0,466.0,-0.7,24,4,10,3
11609617,"2,2-Dimethyl-3-(1-propenyl)cyclopropanecarboxylic Acid (2,3,5,6-Tetrafluoro-4-methylphenyl)methyl Ester",330.32,26.3,463.0,4.4,23,0,6,5
130014,"2,4-dinitrophenyl-4-O-(4,4'-dimethoxytrityl)butyrate",572.6,146.0,845.0,6.1,42,0,9,12
166177171,Methyllycaconitine,682.8,144.0,1380.0,1.0,49,2,11,10
61103,"(1S,4S,4aR,5R,8R,8aS)-1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",364.9,0.0,481.0,4.5,18,0,0,0
22027053,Bactrol,193.2,20.2,149.0,,14,1,1,1
92778,"Cyclopropanecarboxylic acid, 3-(2-carboxy-1-propenyl)-2,2-dimethyl-",198.22,74.6,314.0,1.2,14,2,4,3
54604862,"[(2R,3R,5S,6S,8R,9R,10R,13S,17R,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-(3-methyl-2,5-dioxopyrrolidin-1-yl)benzoate",682.8,144.0,1380.0,1.0,49,2,11,10
42607502,"4-[(13R)-2,13-dihydroxy-13-[(2R,5S)-5-[(2R)-5-[(1S)-1-hydroxyundecyl]oxolan-2-yl]oxolan-2-yl]tridecyl]-2-methyl-2H-furan-5-one",622.9,105.0,801.0,9.7,44,3,7,25
56840815,Ethyl(phosphonooxy)mercury,326.64,66.8,98.2,,8,2,4,2
54682462,"Mercurate(1-), hydroxy(4-sulfonatophenyl)-, hydrogen",374.77,66.6,271.0,,12,2,5,0
5808883,"(10'E,14'E,16'E)-2-butan-2-yl-21',24'-dihydroxy-12'-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",873.1,170.0,1730.0,3.8,62,3,14,8
6426925,"(1'R,6S,10'E,14'E,16'E,21'R)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,6S)-5-[(2S,4S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
139585898,"(1'R,2R,3S,4'S,6S,8'R,10'Z,12'S,14'Z,16'Z,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
6443028,Milbemycin alpha7,686.9,141.0,1330.0,4.7,49,3,10,7
56843576,Mercryl lauryle,673.6,95.0,416.0,,31,1,5,13
20056436,Profluthrin,330.32,26.3,463.0,4.4,23,0,6,5
129144,"alpha-Bromo-4-hydroxy-3,5-dinitroacetophenone",305.04,129.0,314.0,1.5,17,1,6,2
134068,Nrdc 157,480.2,35.5,521.0,6.6,26,0,3,7
22321033,"2-Diazo-4,6-dinitrophenol",212.12,114.0,433.0,0.5,15,1,6,0
11966299,Metaboric acid,149.5,120.0,70.9,,10,5,7,4
188614,1-methyl-4-phenyl-2H-pyridine,171.24,3.2,221.0,2.5,13,0,1,1
56841759,4''-Epiacetylamino-4''-deoxyavermectin B1,914.1,179.0,1850.0,3.8,65,3,14,9
72728820,"Moxidectin-13C,D3",639.8,116.0,1340.0,4.3,46,2,9,3
12054527,"(1R,2S,3R,5R,6S,7R,8S)-1,6,8,9,10,11,11-Heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene",389.3,12.5,504.0,3.7,18,0,1,0
23424312,Sodium;5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,383.64,95.2,490.0,,25,0,8,3
598715,"(5-Benzylfuran-3-yl)methyl 2,2-dimethyl-3-[(2-oxothiolan-3-ylidene)methyl]cyclopropane-1-carboxylate",396.5,81.8,635.0,5.4,28,0,5,7
137699689,"(1R,4S,5'S,6R,6'R,8R,10Z,13R,14Z,20R,21R,24S)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",556.7,94.5,1090.0,4.1,40,2,7,1
191095,Bromethrin,468.2,39.4,507.0,6.5,25,0,3,7
23672771,Otimerate Sodium,445.82,91.5,272.0,,17,0,5,3
16212247,Heptachlor exo-epoxide,389.3,12.5,504.0,3.7,18,0,1,0
16684035,"Mercury, (acetato-kappaO)[4-[[4-(dimethylamino)phenyl]azo]phenyl]-",483.92,54.3,374.0,,22,0,5,6
14831472,Pesticide4_Doramectin_C50H74O14_Dectomax,899.1,170.0,1790.0,4.5,64,3,14,7
10066,CID 10066,364.9,0.0,481.0,4.5,18,0,0,0
90189045,Methoxymethyl-tetrafluorobenzyl tetramethyl-cyclopropanecarboxylate,348.33,35.5,478.0,4.3,24,0,7,6
85364149,Arbinex,444.2,0.0,447.0,5.2,19,0,0,0
12399560,"(10E)-8-[hydroxy(phenyl)pyridin-2-ylmethyl]-10-[phenyl(pyridin-2-yl)methylidene]-4-azatricyclo[5.2.1.02,6]dec-8-ene-3,5-dione",511.6,92.2,1040.0,3.1,39,2,5,5
25241877,"(4R,7R,10S,13S,15Z,17R,19S)-7-[(2-bromo-1H-indol-3-yl)methyl]-4-(4-hydroxyphenyl)-8,10,13,15,17,19-hexamethyl-1-oxa-5,8,11-triazacyclononadec-15-ene-2,6,9,12-tetrone",709.7,141.0,1140.0,5.6,47,4,6,3
101815861,C4H6N2S4Zn,275.8,59.5,140.0,,11,2,5,3
51371336,Pharmakon1600-01505902,899.1,170.0,1790.0,4.5,64,3,14,7
138756740,Remanex,745.4,90.2,434.0,,32,4,5,5
45356268,"(1S,2S,6R,7R)-1,4,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",409.8,0.0,430.0,5.7,18,0,0,0
3647458,p-Hydroxymercuribenzoate,338.71,41.1,124.0,,11,1,3,1
191677,"N-(4-chloromercuriphenyl)-4-chloro-3,5-dinitrobenzamide",556.7,121.0,469.0,,24,1,5,2
3082594,"2,6-Aemtgmh",607.0,115.0,521.0,,28,0,11,10
5374274,cis-Kadethrin,396.5,81.8,635.0,5.4,28,0,5,7
24896601,"2,3,5,6-Tetrafluoro-4-(methoxymethyl)benzyl (E)-(1R,3R)-3-(2-cyanoprop-1-enyl)-2,2-dimethylcyclopropanecarboxylate",385.4,59.3,628.0,3.2,27,0,8,7
71312537,"(2Z)-2-[2-[[(E)-[(3Z,4E)-3,4-bis(methoxyimino)pentan-2-ylidene]amino]oxymethyl]phenyl]-2-methoxyimino-N-methylacetamide",391.4,115.0,630.0,2.5,28,1,9,10
76968666,4-Hydroxyphenylmercuric chloride,329.15,20.2,66.9,,9,1,2,0
118701178,SureCN2704065,622.9,105.0,801.0,9.7,44,3,7,25
15559706,Heptachloroepoxide,389.3,12.5,504.0,3.7,18,0,1,0
156963505,Milbemycin alpha5,672.8,141.0,1320.0,4.2,48,3,10,6
6426938,Chimeric small nucleolar RNA-TAR decoy,682.8,144.0,1380.0,1.0,49,2,11,10
3017006,Fluorethrin,346.4,39.4,507.0,5.3,25,0,5,7
137390,Methanotetramethrin,345.4,63.7,674.0,3.8,25,0,4,5
129010910,Flexsol,1090.4,340.0,1010.0,,60,11,12,15
16684214,2-((Trifluoroacetoxy)mercuri)-4-fluorophenol,424.7,46.5,258.0,,16,1,7,3
155907932,Profluthrin [ISO],330.32,26.3,463.0,4.4,23,0,6,5
19877806,Vapam,130.19,45.1,42.9,,6,2,2,0
9571036,"(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
24848438,"[(2R,3R,4S,6S,8R,16S,17R,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-[(3S)-3-methyl-2,5-dioxopyrrolidin-1-yl]benzoate",682.8,144.0,1380.0,1.0,49,2,11,10
156963699,Strobilurin,442.5,83.5,818.0,5.0,32,1,7,6
6221814,"pyran]-7-yl 4-O-[4-(acetylamino)-2,4,6-trideoxy-3-O-met",914.1,179.0,1850.0,3.8,65,3,14,9
71433782,"(1'R,2R,3S,4'S,6S,8'R,12'S,13'S,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
156963507,Milbemycin alpha9,637.8,137.0,1290.0,3.2,46,3,9,4
5311278,"[(1S,2R,3R,4S,5R,6S,8R,9S,13S,16S,17R,18S)-11-Ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-[(3S)-3-methyl-2,5-dioxopyrrolidin-1-yl]benzoate",682.8,144.0,1380.0,1.0,49,2,11,10
10234702,"(10'E,14'E,16'E)-2-butan-2-yl-21',24'-dihydroxy-12'-[4-methoxy-5-[4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",886.1,162.0,1750.0,4.1,63,3,14,9
9604461,"(1R,4S,4'E,6R,10E,14E,16E,21R)-21,24-Dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
162598,Neopybuthrin,979.3,129.0,1410.0,,71,0,11,25
6453307,"N-2,4-dinitrophenyl (bis)glycine",314.21,190.0,419.0,1.8,22,4,10,6
6442343,RU 39568,465.5,85.6,781.0,5.8,34,0,7,12
6442491,Milbemycin alpha6,686.9,130.0,1330.0,4.7,49,2,10,7
76956795,"3-(3-(4'-Bromo-(1,1'-biphenyl)-4-yl)-3-hydroxy-1-phenylpropyl)-4-hydroxycoumarin",527.4,66.8,743.0,6.1,35,2,4,6
86278438,Raticate|Shoxin,511.6,92.2,1040.0,3.1,39,2,5,5
441748,CID 441748,682.8,144.0,1380.0,1.0,49,2,11,10
12314791,Pyrethric acid,212.24,63.6,327.0,1.5,15,1,4,4
54717172,4-(para-Sulfophenylazo)-2-mercuriphenol,494.88,112.0,533.0,,21,3,8,2
101260859,"(1R,2R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",380.9,12.5,516.0,3.7,19,0,1,0
129628999,"(1'R,2S,3S,4'S,6S,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2S,4S,5R,6S)-5-[(2R,4S,5R,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
6455408,Neofos 2,550.4,108.0,857.0,,35,0,8,9
196503,"2,4-Dinitrophenyl-beta-alanine hydrazide",269.21,159.0,352.0,0.7,19,3,7,4
16684215,4-(Acetoxymercuri)phenyl azide,377.75,40.7,245.0,,14,0,4,4
138756690,Ethanoresmethrin,364.5,39.4,550.0,5.3,27,0,3,7
124201458,Exosterol,1110.8,152.0,1150.0,,53,5,11,9
183831,"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",422.9,26.3,622.0,6.0,29,0,5,6
11954226,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-Cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",899.1,170.0,1790.0,4.5,64,3,14,7
54604067,Fluoressigaeure,101.03,37.3,42.9,,6,1,3,1
156963504,Milbemycin alpha10,651.8,137.0,1310.0,3.7,47,3,9,5
57507888,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-[(2S)-butan-2-yl]-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-4-methoxy-5-[(2S,4R,5R,6R)-4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",886.1,162.0,1750.0,4.1,63,3,14,9
60006000,Orysastrobin 100 microg/mL in Acetonitrile,391.4,115.0,630.0,2.5,28,1,9,10
71312368,"(1R,4S,4'Z,5'S,6R,6'S,8R,10E,13R,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",639.8,116.0,1340.0,4.3,46,2,9,3
170965,Dinitropropylphenol,226.19,112.0,246.0,2.2,16,1,5,3
53398645,Epi-doramectin,899.1,170.0,1790.0,4.5,64,3,14,7
101223684,Pedunsaponin A,811.0,253.0,1600.0,2.6,57,9,15,7
122390596,(+/-)-cis-Heptachlor epoxide,389.3,12.5,504.0,3.7,18,0,1,0
12310948,"1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-endo,endo-1,4:5,8-dimethanonaphthalene",364.9,0.0,481.0,4.5,18,0,0,0
12883620,"(4R,5'R,6R,6'R,8S,10E,13S,14E,16E)-21,24-Dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",556.7,94.5,1090.0,4.1,40,2,7,1
75530316,"(4S,7R)-5-[hydroxy(phenyl)pyridin-2-ylmethyl]-8-[phenyl(pyridin-2-yl)methylidene]-3a,4,7,7a-tetrahydro-1H-4,7-methanoisoindole-1,3(2H)-dione",511.6,92.2,1040.0,3.1,39,2,5,5
25202562,p-Mercuribenzenesulfonic acid,356.75,65.6,197.0,,11,0,3,0
15559705,"(1AR,1bS,2S,5R,5aR,6S,6aR)-2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-2H-2,5-methanoindeno[1,2-b]oxirene",389.3,12.5,504.0,3.7,18,0,1,0
6436601,CID 6436601,720.7,215.0,1660.0,-0.6,51,3,16,10
71308226,"(5-benzylfuran-3-yl)methyl (1R,3S)-2,2-dimethyl-3-[(Z)-(2-oxothiolan-3-ylidene)methyl]cyclopropane-1-carboxylate",396.5,81.8,635.0,5.4,28,0,5,7
192753,4-(Chloromercurio)benzenesulfonyl fluoride,395.2,42.5,230.0,,12,0,3,1
